id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1104116,1BD in the heart of SF near Moscone,575879,Rohith,,South of Market,37.78081283,-122.4059589,Private room,130,30,30,7/29/2018,0.49,1,153
1104362,Heart of Castro Sunny Garden Studio,627552,Jan,,Castro/Upper Market,37.76225161,-122.4323159,Entire home/apt,192,4,142,10/29/2018,2.16,1,266
1104912,"Sunny SF apt near downtown, Golden Gate park,beach",6068306,Chani,,Outer Richmond,37.77519849,-122.5013872,Entire home/apt,159,2,124,11/13/2018,3.12,1,51
1106534,Private Cottage in Noe Valley with parking!,6074928,Rachel,,Noe Valley,37.74552714,-122.4380539,Entire home/apt,220,31,94,11/1/2018,1.41,2,342
1107014,Incredible City Views from a House in the Castro,1743413,Julia,,Castro/Upper Market,37.75871356,-122.4381545,Entire home/apt,950,2,66,9/24/2018,0.98,1,20
1107928,3 bedroom family house with views,1422803,Sarah,,Bernal Heights,37.73832718,-122.422947,Entire home/apt,375,5,18,7/21/2018,0.27,1,122
1109534,Elegant 2-bedroom gem in Pacific Heights,6090420,James,,Pacific Heights,37.79090091,-122.4339686,Entire home/apt,500,2,2,11/23/2018,0.86,1,0
1110001,"Charming, Cozy, Beautiful Home w/lush garden patio",1479905,Samantha,,Noe Valley,37.74356444,-122.4290836,Entire home/apt,175,3,84,10/8/2018,1.3,2,0
1110346,"Chic, Central, Private Bath Room",4758567,Stella,,Nob Hill,37.7914932,-122.4152878,Private room,98,2,245,11/18/2018,3.77,1,58
1110787,1 Bedroom Apt in Pacific Heights - Great Location!,4253943,Amanda,,Pacific Heights,37.78983032,-122.4348141,Entire home/apt,149,3,78,11/4/2018,1.15,1,16
1117813,Lovely Peaceful 2br House w/parking &yard in SF!,6135509,Christine,,Outer Mission,37.72730968,-122.4386384,Entire home/apt,150,30,63,8/26/2018,1.01,1,365
1121697,Gorgeous Full-Floor Victorian Flat,1126796,Giancarlo,,Western Addition,37.77803972,-122.4308408,Entire home/apt,500,30,62,12/9/2017,1.57,2,344
1123125,Private Suite -Potrero Hill-San Francisco-2 guests,6161482,Marion,,Potrero Hill,37.76046423,-122.3977784,Private room,120,2,48,12/1/2018,5.16,2,206
1125079,Brown Bedroom: Ocean View+Breakfast+Parking+3 bath,5565510,Lulu,,West of Twin Peaks,37.73446387,-122.4645464,Private room,48,2,127,11/4/2018,1.88,5,358
1125115,Japanese Tatami Room:Breakfast+Parking+3 Bathrooms,5565510,Lulu,,West of Twin Peaks,37.73586347,-122.4646249,Private room,37,2,107,11/25/2018,1.59,5,316
1126710,Palace of the Soul Cozy Sanctuary,791253,Elizabeth,,Inner Richmond,37.77870019,-122.4548178,Private room,115,3,221,11/17/2018,3.27,3,129
1133372,"Sunny & private 2-BD Victorian charmer, near BART",6217406,Tara,,Glen Park,37.73845909,-122.4295145,Entire home/apt,138,3,23,7/31/2018,0.55,1,0
1135632,Sunny quiet room with roof deck,6229756,Sharna,,Mission,37.75775906,-122.4114386,Private room,150,3,29,9/18/2016,0.43,2,0
1141986,Lovely SF Studio & Location,5960567,Karina,,South of Market,37.78004674,-122.4032305,Entire home/apt,90,360,39,12/22/2015,0.59,2,365
1142101,"3 bedroom Beach House, Family Friendly, SF",5300981,Christine,,Outer Sunset,37.75726938,-122.500994,Entire home/apt,300,7,17,7/27/2018,0.32,1,49
1145582,"Charming apartment in the Fillmore, location!",6281643,Luisa,,Western Addition,37.78680883,-122.4327714,Entire home/apt,140,30,0,,,1,339
1148625,Private Room in Haight Victorian,6296873,Dennis,,Haight Ashbury,37.76738649,-122.4446685,Private room,85,3,263,12/3/2018,3.98,1,16
1150867,"New, Private Garden Studio",6307640,Annabelle,,Castro/Upper Market,37.76846397,-122.4386285,Entire home/apt,260,2,293,11/21/2018,4.44,1,326
1151864,"Luxury 2BR Condo S Beach (gym,pool)",1810104,Michelle,,South of Market,37.78399847,-122.3901873,Entire home/apt,185,180,1,10/22/2013,0.02,1,181
1162640,3 BR Mission Terrace Victorian Gem,6801237,Samira And Betty,,Outer Mission,37.72862044,-122.4348442,Entire home/apt,149,30,31,11/1/2018,0.5,1,363
1168230,$55/ day Room in Lake St 30-90 days,6397926,Ann,,Inner Richmond,37.78653682,-122.465111,Private room,55,30,4,10/1/2017,0.12,2,32
1171918,Modern SOMA Loft with great layout!,5203636,Alex,,South of Market,37.77696561,-122.4047544,Entire home/apt,245,2,47,11/26/2018,0.98,3,125
1174214,Private Bd/Bth Gorgeous Marina home,3080489,Beth,,Marina,37.80538766,-122.4363611,Private room,395,2,31,5/28/2018,0.46,3,362
1174537,SF Tower Suite on Telegraph Hill,6428420,Victoria,,North Beach,37.80068025,-122.405491,Entire home/apt,300,30,14,4/11/2018,0.22,2,365
1174758,SF- Bridge Suite on Telegraph Hill,6428420,Victoria,,North Beach,37.80101926,-122.4039535,Entire home/apt,300,30,3,10/7/2016,0.06,2,363
1177310,"Garden Cottage, 1br/1ba, yard, W/D",1235481,Michael,,Noe Valley,37.74253742,-122.4268469,Entire home/apt,219,3,70,12/1/2018,1.07,1,179
1178260,CHARMING NORTH BEACH ALLEY HIDEAWAY,6446722,John,,North Beach,37.80015128,-122.4054319,Entire home/apt,160,30,109,8/11/2018,1.65,1,321
1178281,Elegant 2Bdrm Top Flr -Alamo Square,5339076,Silvia,,Western Addition,37.77766367,-122.4343714,Entire home/apt,275,2,64,10/18/2018,0.95,1,57
1180103,Hayes Valley Classic Victorian Flat,6456352,Heidi,,Western Addition,37.77537203,-122.43139,Entire home/apt,300,3,10,6/30/2018,0.15,1,100
1182465,"Zen Castro Apt, quiet deck, large kitchen",1263999,Francisco,,Castro/Upper Market,37.75664238,-122.4398397,Entire home/apt,99,2,35,11/4/2018,0.52,1,0
1183521,QUEEN SIZE room (w King rm avail!),5929123,Andrea,,Outer Richmond,37.77657507,-122.4788229,Private room,100,2,235,11/12/2018,3.5,2,235
1186228,"Lovely, Bright Rm. in Edwardian Apt",4401321,Beth,,Haight Ashbury,37.76317168,-122.4485368,Private room,88,2,59,10/30/2018,0.92,2,67
1190125,Lower Haight Queen-Anne Victorian,5160351,Cairn,,Western Addition,37.77080841,-122.4341641,Entire home/apt,290,1,50,10/26/2018,0.77,1,352
1195173,Walking Distance to Downtown!,6531356,Jennifer,,Nob Hill,37.79267721,-122.4153231,Private room,60,30,22,11/2/2018,0.33,1,339
1198464,Fabulous Blue:Ocean View+Breakfast+Park+3bathrooms,5565510,Lulu,,West of Twin Peaks,37.73428678,-122.4638561,Private room,53,2,93,11/14/2018,1.44,5,349
1200068,"Private, quiet BR - Upscale Home",6555530,Phyllis,,Outer Mission,37.73288806,-122.4480314,Private room,53,30,14,3/4/2018,0.22,3,228
1201159,Modern Studio +View in SOMA!,6561127,Omid,,South of Market,37.78066684,-122.3979397,Entire home/apt,75,30,27,10/29/2018,0.41,1,342
1203062,2 BR in the heart of the Mission!,4549697,Lu,,Mission,37.75598698,-122.4221984,Entire home/apt,225,3,25,8/18/2018,0.39,2,0
1203172,"Large, Private Bernal Heights Oasis",6572139,Rachael And John,,Bernal Heights,37.74319972,-122.4093587,Private room,143,3,163,9/23/2018,2.45,1,324
1203526,In the heart of Haight/Ashbury # 3 STR,4677165,Ashirvadam,,Haight Ashbury,37.77139092,-122.4472949,Private room,99,1,176,11/12/2018,2.65,4,357
1203849,Modern Flat in Noe Valley,6575901,Julia/John,,Noe Valley,37.75339556,-122.4301098,Entire home/apt,225,2,6,11/13/2018,0.09,1,34
1205031,Bedroom in SoMa with private bath,6582569,Arturo,,South of Market,37.77621392,-122.3970299,Private room,120,2,161,10/25/2018,2.5,1,355
1206032,Stay at this comfy & large bedroom,4809876,Jer,,Outer Mission,37.71474512,-122.4432428,Private room,57,30,12,12/4/2015,0.18,1,329
1206184,In the Heart of Haight/Ashbury # 4,4677165,Ashirvadam,,Haight Ashbury,37.77112586,-122.4461646,Private room,89,1,241,11/10/2018,3.61,4,357
1206233,In the Heart of Haight/Ashbury #5,4677165,Ashirvadam,,Haight Ashbury,37.77027554,-122.4475732,Private room,79,1,319,11/19/2018,4.82,4,341
1206261,In the Heart of Haight/Ashbury # 6 STR,4677165,Ashirvadam,,Haight Ashbury,37.77106949,-122.4487436,Private room,99,1,170,10/28/2018,2.56,4,357
1208928,Haight Ashbury Victorian Flat with Modern Design,739859,Jeff,,Haight Ashbury,37.7691827,-122.4484887,Entire home/apt,390,10,75,8/23/2018,1.15,2,344
1209893,Designer Flat - easy access to downtown,5124146,Toni,,Presidio Heights,37.78490706,-122.4581033,Entire home/apt,1500,2,10,9/20/2018,0.25,2,337
1210326,Beautiful Edwardian Home,1808969,Sean,,Bernal Heights,37.73717753,-122.4157179,Entire home/apt,211,30,6,10/20/2015,0.13,2,36
1212513,2 Br Suite & Private Bath/Central SF/Near transit,1237762,Myles,,Castro/Upper Market,37.76023096,-122.4377368,Private room,175,2,2,9/18/2018,0.03,2,351
1212746,Big Flat/3 BR/2-Bath/Great District/Near Subway,1237762,Myles,,Castro/Upper Market,37.7608664,-122.4413993,Entire home/apt,525,3,99,11/12/2018,1.52,2,348
1212822,"""DESIGNER  SHOWPLACE  HOME""  in the MARINA",1700823,Jennifer,,Marina,37.80362423,-122.4454731,Entire home/apt,495,2,37,11/12/2018,0.57,4,350
1223107,Sunny Master suite with Garden View,6229756,Sharna,,Mission,37.75862868,-122.4117893,Private room,137,3,79,11/29/2018,1.21,2,88
1226557,"Modern, bright, luxury condo - SOMA",6513043,Alex,,South of Market,37.77782028,-122.3967991,Entire home/apt,217,180,55,1/5/2018,0.84,1,365
1226596,Queen Bed w/ En-Suite Private Bath,4307164,Leslie And Gio,,Bernal Heights,37.73488902,-122.426413,Private room,89,3,176,11/13/2018,2.81,3,354
1229606,SOMA Hideaway- Corporate Stays,5215262,John,,South of Market,37.77629798,-122.4096559,Entire home/apt,104,31,101,12/24/2017,1.52,4,329
1237143,Charming Upstairs Flat in Russian Hill,6745542,Susanna,,Russian Hill,37.79971855,-122.4170919,Entire home/apt,500,7,13,10/28/2018,0.2,1,358
1241029,Marina Designer Showplace Master RM,1700823,Jennifer,,Marina,37.80365326,-122.4455452,Private room,170,2,84,9/28/2018,1.29,4,353
1245838,Fantastic Family Home with Beautiful Backyard,6789170,Nicole,,Bernal Heights,37.73670128,-122.4179692,Entire home/apt,325,3,23,11/25/2018,0.35,1,36
1247160,"S F,Mid Town #3",4836019,Sam,,Western Addition,37.77870747,-122.4371984,Private room,50,30,13,9/3/2018,0.2,13,192
1247276,Home away from home cozy room,261391,Hannah,,Inner Richmond,37.78207364,-122.4656527,Private room,72,30,35,9/3/2018,0.54,1,342
1249046,Studio with rooftop deck!,1257432,Rebecca,,Downtown/Civic Center,37.78185401,-122.4208744,Entire home/apt,120,30,17,6/17/2017,0.26,31,340
1251570,Exquisitely Designed Classic Condo near Mission Dolores Park,4307136,Kobi,,Castro/Upper Market,37.76518077,-122.42791,Entire home/apt,430,2,37,10/26/2018,0.56,1,238
1261055,Designer loft w/private roof deck,6868559,Dagmar,,Potrero Hill,37.76341274,-122.3891451,Entire home/apt,180,50,0,,,1,365
1261074,Comfy Pvt Rm/Ba in Duboce Triangle,6868911,Jay,,Castro/Upper Market,37.76692764,-122.4310246,Private room,130,3,144,11/15/2018,2.22,1,25
1261122,Perfect West Portal Private Suite!,6869592,Sharon,,West of Twin Peaks,37.73460566,-122.4686154,Entire home/apt,130,3,74,11/9/2018,1.14,2,304
1276186,Impeccable Home with Hot Tub on Potrero Hill,6920252,Mary,,Potrero Hill,37.75722738,-122.4018186,Entire home/apt,420,30,33,11/25/2018,1.22,2,83
1276953,"Central, Sunny, Top Floor Flat on Quiet Street",799436,David,,Western Addition,37.769738,-122.4323269,Entire home/apt,295,5,34,11/16/2018,0.54,1,305
1277771,Home Away From Home,6954280,Christine,,Inner Richmond,37.78523647,-122.476276,Entire home/apt,190,3,375,11/28/2018,5.81,2,127
1279292,Castro - Private Garden Apartment,6961330,Ron,,Castro/Upper Market,37.76290082,-122.4355138,Entire home/apt,250,3,204,12/4/2018,3.56,1,331
1281132,Garden view one bedroom - your own SF home,200941,Yina,,Bernal Heights,37.7353966,-122.4179518,Entire home/apt,110,2,69,11/30/2018,4.77,1,45
1281167,Cool Timeshare/Hotel (Union Sq.),6346492,Dana,,Downtown/Civic Center,37.78729382,-122.4094366,Private room,180,1,167,10/25/2017,2.57,29,17
1286943,A Slice of Heaven in the Bernal Sun,2666465,Elizabeth,,Bernal Heights,37.73884991,-122.4174296,Entire home/apt,200,5,9,8/14/2018,0.14,3,0
1287106,Lovely 4BR Home Overlooking Noe Valley,5709153,Ben,,Bernal Heights,37.74403869,-122.416949,Entire home/apt,587,2,38,9/11/2016,0.59,1,5
1291092,Gorgeous 3 bd Home in the Marina,3080489,Beth,,Marina,37.80302946,-122.4390626,Entire home/apt,1800,2,11,10/10/2018,0.22,3,362
1292217,Luxurious Penthouse-Awesome Views,5864730,Jan,,Western Addition,37.77166871,-122.4352185,Entire home/apt,216,30,6,6/3/2015,0.09,1,24
1299242,"Bernal Victrn Crftsmn Views,Spa,Grg",169184,Therese And Nelson,,Bernal Heights,37.74272223,-122.4214388,Entire home/apt,200,30,4,12/1/2015,0.06,2,365
1299759,Bright NOPA One Bedroom w/ Garden Access,6225200,Myrna,,Haight Ashbury,37.77575336,-122.4439676,Entire home/apt,130,30,26,10/14/2018,0.43,1,309
1301798,Spacious Mission Room Near BART,3713398,Yong,,Mission,37.76907821,-122.4203199,Private room,89,3,90,10/17/2018,1.36,2,28
1301843,Perfectly located 2br/2ba w parking,3345625,Angela,,Russian Hill,37.79768548,-122.4227043,Entire home/apt,185,30,6,4/7/2018,0.14,1,269
1304068,Historic SF Residence on a park,7089140,Andrea,,Castro/Upper Market,37.76873474,-122.4339745,Entire home/apt,425,3,18,8/22/2018,0.28,1,0
1304808,"Quiet, Colorful Modern Apartment with Garden Patio",1448685,Tom,,Western Addition,37.7737595,-122.4273353,Entire home/apt,210,30,75,7/10/2018,1.34,1,169
1309496,Grand Edwardian Flat in Trendy NOPA,7118153,Roy,,Haight Ashbury,37.77600613,-122.441163,Entire home/apt,275,3,25,11/12/2018,0.42,1,2
1317908,"Cozy Victorian, Hip Alamo Sq Area!",3022475,Susan,,Western Addition,37.78292515,-122.4342712,Private room,95,3,92,11/18/2018,1.43,3,0
1326577,Peaceful Quiet Cottage Apartment,1829037,Polly,,Ocean View,37.71968559,-122.4516255,Entire home/apt,125,3,218,7/18/2018,3.39,1,305
1328186,Fabulous Victorian in the Castro,7208147,MarknEric,,Castro/Upper Market,37.7585414,-122.4368433,Entire home/apt,575,7,4,9/29/2018,0.11,1,356
1329465,Brick-Walled Loft Near Ball Park,278257,Paul,,South of Market,37.77805862,-122.395011,Entire home/apt,200,30,8,10/3/2018,0.17,1,0
1332343,Bright Contemporary Urban Nest,465520,Saundra,,Haight Ashbury,37.76969508,-122.4361942,Private room,142,3,235,11/17/2018,3.57,2,317
1333047,Spacious & Private Mission Loft with Sunny Balcony,7231087,Graham,,Mission,37.74993523,-122.4145209,Private room,119,1,248,11/25/2018,5.41,3,282
1335996,Prime location single rooms,5102955,Wolfgang,,Bernal Heights,37.74615012,-122.4167305,Private room,76,2,3,9/28/2018,0.39,2,0
1336450,Flat in Prime Location,5102955,Wolfgang,,Bernal Heights,37.74591992,-122.4199705,Entire home/apt,155,30,176,8/18/2018,2.67,2,130
1336798,4 BR Victorian-1 blk from Shopping!,7249327,Roger And Judith,,Haight Ashbury,37.77128369,-122.4482286,Entire home/apt,400,30,96,7/3/2018,1.47,2,295
1336998,Beautiful room in San Francisco,7250508,Doug,,Western Addition,37.7777868,-122.4377545,Private room,90,2,319,11/25/2018,4.85,1,289
1337098,1bed @ Beach & GG Park,875149,Edurne,,Outer Sunset,37.76149706,-122.503735,Entire home/apt,119,2,186,11/13/2018,2.86,1,275
1339473,Heart of the Mission!,7263779,Jason,,Mission,37.75440053,-122.412507,Entire home/apt,210,6,53,8/19/2018,1,1,344
1340755,"P-Hill w/ Private Bathroom, Hot Tub & City View!",5811541,Megan,,Potrero Hill,37.7613506,-122.3947413,Private room,145,3,44,11/17/2018,0.67,1,43
1344243,"Sunny Garden Suite, Perfect Locale",7292289,Robert,,Inner Richmond,37.78369024,-122.4697568,Entire home/apt,145,5,40,10/24/2018,0.62,2,29
1344752,3BR Luxe & Spacious L Pac Hts Flat,417366,Patti,,Western Addition,37.78558079,-122.4441356,Entire home/apt,389,4,138,11/13/2018,2.24,2,58
1351626,"Upscale home/furnishings, private",6555530,Phyllis,,Outer Mission,37.73403271,-122.4466228,Private room,50,30,7,8/10/2018,0.17,3,215
1351783,Private Room #1 and Breakfast Nook,7335923,Allen,,Outer Sunset,37.75730065,-122.4848312,Private room,47,30,38,2/26/2017,0.59,2,127
1352111,Pacific Heights Corporate Housing,1678230,Jenny & Norbert,,Pacific Heights,37.79005956,-122.4323644,Entire home/apt,180,30,121,10/29/2018,1.87,2,318
1355744,Period Carriage House with San Francisco Charm,7354696,Allen Palomino,,Western Addition,37.77146487,-122.4364827,Entire home/apt,320,30,12,7/31/2018,0.23,1,199
1356129,Private Garden Room in Victorian Home!,7361147,Noah,,Mission,37.75083547,-122.4234114,Entire home/apt,145,2,250,11/16/2018,4,1,94
1356817,Modern SOMA Loft Room & Bathroom!,5203636,Alex,,South of Market,37.77772074,-122.4041097,Private room,159,2,156,9/8/2018,2.97,3,176
1364882,Elegant Designer Home with Yard in Cow Hollow,7408876,Corin,,Marina,37.79917575,-122.4388388,Entire home/apt,329,30,54,8/20/2018,1.24,2,302
1378285,Master Bedroom,1756593,Rio,,South of Market,37.77941352,-122.4050827,Private room,50,30,43,2/2/2018,0.67,3,29
1388523,Mission Dolores Noe Valley Studio One Month Min,549522,Steve & Debbie,,Mission,37.75526258,-122.4249664,Entire home/apt,125,30,42,6/14/2018,0.65,1,363
1391982,SF Magestic Victorian with deck,750320,Natacha,,Mission,37.75398126,-122.421712,Entire home/apt,500,2,13,10/27/2018,0.32,1,242
1392204,HISTORIC HOME Large Pvt Bedroom(s) & Bath PARKING,7526456,Dee,,West of Twin Peaks,37.73312552,-122.4605441,Private room,119,2,199,11/26/2018,3.05,2,170
1393654,Quiet house in geo center of City,4921,Kevin,,Inner Sunset,37.7523809,-122.4586718,Private room,99,1,486,12/2/2018,7.5,2,66
1397537,"Sunny, family-friendly home with a view",823500,Monica,,Bernal Heights,37.74727074,-122.4151685,Entire home/apt,250,5,15,7/21/2018,0.23,1,0
1404326,Bernal/Mission Studio,9058391,Isaac & Maggie,,Bernal Heights,37.74367785,-122.4207004,Entire home/apt,90,4,113,11/13/2018,1.73,1,77
1405046,Beautiful 3Br Family Home - 1Block from GG Park,7582644,Meredith,,Outer Richmond,37.77362976,-122.4901704,Entire home/apt,350,4,7,8/8/2018,0.24,1,0
1407244,Spectacular Home w/ Panoramic Views,7578793,Ruth,,Potrero Hill,37.76243663,-122.3945978,Entire home/apt,500,2,58,11/10/2018,0.9,2,325
1407881,Secluded Studio in Castro/Mission,1467308,The Cabinets,,Castro/Upper Market,37.76361252,-122.4306293,Entire home/apt,160,30,197,12/27/2017,3.04,1,0
1409218,Stretch out in This Modern San Francisco Loft,5203636,Alex,,South of Market,37.77687095,-122.4091648,Entire home/apt,185,30,54,8/18/2018,0.83,3,0
1417398,Private Room in Sunny Cottage with Private Bath,215767,Catherine,,Mission,37.75725607,-122.4125369,Private room,110,2,186,9/30/2018,2.86,1,0
1421671,★All You Need & Want/You're Just Off Market Street,7630810,Michael,,Mission,37.77009123,-122.4234146,Entire home/apt,90,2,128,11/30/2018,1.98,2,54
1421774,Charming Private Castro Studio,1513493,Vanick,,Castro/Upper Market,37.7664988,-122.4360631,Entire home/apt,135,3,357,12/4/2018,6.06,1,148
1421937,MAJESTIC VIEW Historic Home PVT BDRM /BATH/PARKING,7526456,Dee,,West of Twin Peaks,37.73312853,-122.4609263,Private room,119,2,165,11/18/2018,2.56,2,177
1428465,Modern Noe Valley Mid Century Home,1031942,Rachel,,Noe Valley,37.7490078,-122.4329329,Entire home/apt,199,30,30,11/3/2018,0.46,2,335
1428553,Sublet cozy sunny room in Castro!,3379945,Elena,,Castro/Upper Market,37.76033023,-122.4389275,Private room,89,30,17,3/22/2018,0.28,3,280
1428909,Trendy loft in trendy Mission,38836,Bernat,,Mission,37.76054177,-122.4096145,Entire home/apt,142,30,11,6/5/2018,0.17,42,350
1429022,Marina District Updated Serene Penthouse Flat,3653917,Paul,,Marina,37.80375331,-122.4467225,Entire home/apt,479,3,4,10/27/2018,0.06,1,63
1433917,Castro St Location Location Location,4819815,Barbara & Mick,,Castro/Upper Market,37.75866815,-122.4345411,Entire home/apt,175,30,126,6/22/2018,2.02,1,41
1434314,Stylish Noe Valley View Home,883556,Alex,,Noe Valley,37.74645482,-122.4333624,Entire home/apt,490,3,88,10/4/2018,1.36,1,131
1434425,"Castro, Large, Sunny, Comfortable ",3227887,David,,Castro/Upper Market,37.76493814,-122.4338487,Private room,150,3,114,11/15/2018,1.76,2,333
1437321,Bright and Modern Rm in Cole Valley Victorian,4401321,Beth,,Inner Sunset,37.76409305,-122.452917,Private room,165,1,80,11/10/2018,1.31,2,354
1438864,Noe Valley,7728783,Cynthia,,Noe Valley,37.74703281,-122.4349448,Private room,274,3,77,9/1/2018,1.19,2,86
1439445,2 Bedroom w/ kitchen - Superhost,165574,Jonathan,,Presidio Heights,37.78330141,-122.4576481,Entire home/apt,189,2,34,11/21/2018,1.22,4,34
1442027,Studio 1 Block from Hayes Valley,1257432,Rebecca,,Downtown/Civic Center,37.77702676,-122.4205459,Entire home/apt,141,30,17,10/1/2018,0.27,31,309
1454220,FULLY FURNISHED APARTMENT #3,7799719,Jon,,Haight Ashbury,37.76906375,-122.4450912,Entire home/apt,157,30,6,1/15/2018,0.2,7,331
1455937,Great Rm in a Happy Household SF,1620468,Carla,,Bayview,37.73403694,-122.3921548,Private room,60,1,37,11/23/2018,0.59,3,357
1456153,The French Victorian-Views & Deck,2059233,"Wendy, Fred & Lita",,Bernal Heights,37.7450407,-122.4061406,Entire home/apt,259,6,48,8/13/2018,0.8,2,92
1456267,The heart of  Dolores Park,3252295,Katie,,Castro/Upper Market,37.7612015,-122.4267279,Private room,130,30,10,1/9/2018,0.27,1,0
1460174,"Unique, Modern Apartment with Contemporary Art",5244284,Julia,,Western Addition,37.77895073,-122.4363379,Entire home/apt,575,3,47,10/27/2018,0.74,2,193
1460628,Charming  Garden Suite,7828423,Valeria,,Inner Richmond,37.77878324,-122.4625653,Entire home/apt,170,2,170,12/2/2018,2.62,2,322
1466344,SM2S2601 1 bed in the Heart of FiDi,6774460,Sylvia,,Financial District,37.78699667,-122.3970969,Entire home/apt,173,30,3,9/14/2018,0.07,12,303
1467857,Great deal: best location entire apartment,6968485,Lucia,,Western Addition,37.78718359,-122.4431529,Entire home/apt,99,30,23,10/26/2018,0.38,1,356
1470340,Crocker Garden Suite near Mission Street,1393328,Gustav Alexander,,Crocker Amazon,37.71098633,-122.4356884,Entire home/apt,88,3,141,11/25/2018,4.85,1,72
1471683,Artful Comforts in the Lower Haight,7879719,Billy,,Western Addition,37.77041707,-122.4285574,Private room,125,3,368,11/21/2018,5.73,1,264
1472743,5-bedroom house Golden Gate Park,875247,Wona,,Inner Sunset,37.76000145,-122.4735213,Entire home/apt,285,30,88,10/8/2017,1.35,1,339
1474209,Great SF Hotel/Timeshare (Union Sq),6346492,Dana,,Downtown/Civic Center,37.78711593,-122.4095956,Private room,175,1,101,10/27/2017,1.56,29,1
1478708,Lovely Bedroom with Private Bath,5004349,Mary,,Outer Richmond,37.77189976,-122.503716,Private room,85,2,177,12/3/2018,4.37,1,232
1479666,3 BR-Edwardian Gem-Hayes Valley,96074,Patty & Tom,,Western Addition,37.77267436,-122.4305332,Entire home/apt,258,30,48,11/26/2018,0.74,2,286
1480015,Vintage Modern Victorian Apartment,7919343,Ben,,Haight Ashbury,37.76785076,-122.4490233,Entire home/apt,265,3,153,11/18/2018,2.53,1,198
1482273,Classic Victorian Cow Hollow 2 Bedroom,7930221,Mason,,Marina,37.79898523,-122.4316029,Entire home/apt,345,30,49,10/18/2017,0.76,1,153
1482730,Bernal Heights 2 BD near 101/280 & Cute Main St,289376,Jennifer,,Bernal Heights,37.73703637,-122.4170026,Entire home/apt,199,4,102,11/27/2018,1.58,1,19
1483853,Super Hotel/Timeshare Union Sq.,6346492,Dana,,Downtown/Civic Center,37.78839085,-122.4093714,Private room,179,2,65,5/4/2017,1.03,29,0
1484792,Live like a San Franciscan!,5192660,Mario,,Downtown/Civic Center,37.7779462,-122.4217771,Entire home/apt,250,30,143,10/20/2018,2.27,1,248
1487849,Holladay Home (w/parking),1590094,Maury,,Bernal Heights,37.74669075,-122.4058601,Entire home/apt,167,2,264,11/18/2018,4.08,1,352
1488410,Best Located Jr 1 Bedroom in SOMA,182728,Jay,,Financial District,37.78398078,-122.400395,Entire home/apt,170,30,55,11/2/2018,0.86,1,89
1489175,Charming home in San Francisco!,1971663,Patricia,,Outer Mission,37.72475959,-122.4395089,Entire home/apt,295,3,62,10/23/2018,1.39,1,298
1493659,Private room/bath in the Mission,7983455,Julie,,Mission,37.75101633,-122.4119259,Private room,100,1,138,11/15/2018,3.36,1,78
1494771,Heart of Noe Valley - Modern 2 BR,1726110,Peter,,Noe Valley,37.75078356,-122.4312556,Entire home/apt,170,30,23,8/31/2018,0.36,1,229
1496833,"Amazing Views, Light Filled Flat",96074,Patty & Tom,,Western Addition,37.77365693,-122.4309135,Entire home/apt,249,30,22,5/11/2018,0.4,2,318
1499630,Look out over the Rooftops at a Quirky Mission District Pad,1574663,Val,,Mission,37.74994308,-122.4164356,Entire home/apt,300,3,22,11/6/2018,0.35,2,0
1499843,Bedroom in stylish NOPA flat,3695323,Ruth,,Haight Ashbury,37.7759454,-122.4397117,Private room,185,1,11,9/28/2018,0.21,1,249
1504826,❤️ Bright Spacious 4BR ❤️ Big Garden ❤️ Parking,6017407,Ethan,,Outer Mission,37.72447083,-122.4416177,Entire home/apt,350,5,23,7/17/2018,0.38,3,8
1506702,Spacious 3 BD Cow Hollow Flat,2228453,Ellen,,Marina,37.79951523,-122.4282109,Entire home/apt,499,1,99,10/23/2018,1.57,1,352
1510363,Cozy 2 BR  Apt. In The Sunnyside,7303214,Charlesie And Tedd,,Outer Mission,37.72856849,-122.4521493,Entire home/apt,150,3,234,11/29/2018,3.75,1,110
1511076,Private Sunny Living Room + BDRM (2 RMS),2403646,Jefferson+Gary,,Mission,37.76346479,-122.4250033,Private room,145,2,305,11/15/2018,4.76,1,145
1520929,Paradise in the Heart of the City,8055897,Annekarin,,Potrero Hill,37.76054896,-122.4040216,Entire home/apt,250,2,121,11/18/2018,1.89,1,330
1520938,Charming Sunny 2B Apartment in NOPA,7761707,Jonathan & Jeannette,,Western Addition,37.77882134,-122.4422938,Entire home/apt,149,30,57,12/10/2017,0.9,1,0
1524346,Mirabel Flat,4352402,Stacey,,Bernal Heights,37.7450877,-122.4161126,Entire home/apt,165,30,57,8/25/2018,0.89,1,0
1525137,Modern Edwardian in Pacific Heights,7390100,Dion,,Pacific Heights,37.78778828,-122.4439282,Entire home/apt,210,30,196,11/1/2018,3.08,2,277
1525886,Unique Bernal Room&Private Jacuzzi,8141679,Delilah,,Bernal Heights,37.74692951,-122.4168431,Private room,119,1,116,12/2/2018,1.81,1,339
1531273,"Quiet Oasis, Heart of SF, near Tech Shuttles",104075,Jeanne,,Western Addition,37.77280903,-122.4317398,Entire home/apt,235,30,102,1/16/2016,1.58,1,285
